date,store,product_name,category,units_sold,unit_price_bdt,discount_pct,revenue_bdt,is_weekend,is_festival,festival_name,is_promotion,payment_method,customer_type
2024-07-03,Dhanmondi,Notebook (200 pages),Stationery,32,44.17,0.0,1413.44,0,0,None,0,Card,Regular
2024-07-03,Gulshan,Soft Drink 1.5L,Beverages,48,113.49,14.8,4641.29,0,0,None,1,Cash,Walk-in
2024-07-03,Gulshan,Mineral Water 1L,Beverages,56,25.1,7.4,1301.59,0,0,None,1,Nagad,Walk-in
2024-07-03,Gulshan,Panjabi (Ready-made),Fashion,5,965.55,13.2,4190.49,0,0,None,1,Nagad,Regular
2024-07-03,Gulshan,Saree (Cotton),Fashion,4,1346.71,19.3,4347.18,0,0,None,1,Nagad,Walk-in
2024-07-03,Gulshan,Rice (Miniket) 5kg,Grocery,19,417.12,15.0,6736.49,0,0,None,1,bKash,Walk-in
2024-07-03,Gulshan,Soybean Oil 5L,Grocery,20,851.41,7.2,15802.17,0,0,None,1,Cash,Regular
2024-07-03,Gulshan,Lentils (Masoor Dal) 1kg,Grocery,21,139.79,13.0,2553.96,0,0,None,1,Card,Walk-in
2024-07-03,Gulshan,Sugar 1kg,Grocery,21,128.71,7.7,2494.79,0,0,None,1,Card,Walk-in
2024-07-03,Gulshan,Tea (Ispahani) 400g,Grocery,12,261.27,7.7,2893.83,0,0,None,1,bKash,Wholesale
2024-07-03,Gulshan,Detergent Powder 1kg,Household,20,181.82,6.1,3414.58,0,0,None,1,Cash,Regular
2024-07-03,Gulshan,Toothpaste 100g,Personal Care,28,92.7,13.6,2242.6,0,0,None,1,Cash,Walk-in
2024-07-03,Gulshan,Hand Sanitizer 200ml,Personal Care,16,112.77,9.1,1640.13,0,0,None,1,Nagad,Walk-in
2024-07-03,Gulshan,Instant Noodles (Pack),Snacks,72,20.05,11.6,1276.14,0,0,None,1,Card,Wholesale
2024-07-03,Gulshan,Biscuits (Family Pack),Snacks,30,90.11,15.6,2281.59,0,0,None,1,bKash,Walk-in
2024-07-03,Gulshan,Notebook (200 pages),Stationery,35,45.68,13.8,1378.17,0,0,None,1,Cash,Walk-in
2024-07-03,Uttara,Soft Drink 1.5L,Beverages,27,113.58,0.0,3066.66,0,0,None,0,bKash,Walk-in
2024-07-03,Uttara,Mineral Water 1L,Beverages,23,24.28,0.0,558.44,0,0,None,0,bKash,Regular
2024-07-03,Uttara,Panjabi (Ready-made),Fashion,3,956.56,0.0,2869.68,0,0,None,0,Card,Walk-in
2024-07-03,Uttara,Saree (Cotton),Fashion,2,1405.92,0.0,2811.84,0,0,None,0,bKash,Wholesale
2024-07-03,Uttara,Rice (Miniket) 5kg,Grocery,22,420.15,0.0,9243.3,0,0,None,0,Nagad,Walk-in
2024-07-03,Uttara,Soybean Oil 5L,Grocery,13,807.8,0.0,10501.4,0,0,None,0,Cash,Regular
2024-07-03,Uttara,Lentils (Masoor Dal) 1kg,Grocery,16,144.68,0.0,2314.88,0,0,None,0,bKash,Regular
2024-07-03,Uttara,Sugar 1kg,Grocery,9,129.66,0.0,1166.94,0,0,None,0,Nagad,Wholesale
2024-07-03,Uttara,Tea (Ispahani) 400g,Grocery,8,256.51,0.0,2052.08,0,0,None,0,Card,Wholesale
2024-07-03,Uttara,Detergent Powder 1kg,Household,13,178.03,0.0,2314.39,0,0,None,0,Cash,Walk-in
2024-07-03,Uttara,Toothpaste 100g,Personal Care,16,98.92,0.0,1582.72,0,0,None,0,Nagad,Regular
2024-07-03,Uttara,Hand Sanitizer 200ml,Personal Care,7,112.91,0.0,790.37,0,0,None,0,Nagad,Regular
2024-07-03,Uttara,Instant Noodles (Pack),Snacks,48,19.69,0.0,945.12,0,0,None,0,bKash,Wholesale
2024-07-03,Uttara,Biscuits (Family Pack),Snacks,28,86.53,0.0,2422.84,0,0,None,0,bKash,Regular
2024-07-03,Uttara,Notebook (200 pages),Stationery,23,43.53,0.0,1001.19,0,0,None,0,Nagad,Regular
2024-07-04,Chattogram,Soft Drink 1.5L,Beverages,20,107.8,0.0,2156.0,0,0,None,0,Nagad,Regular
2024-07-04,Chattogram,Mineral Water 1L,Beverages,19,25.99,0.0,493.81,0,0,None,0,Nagad,Walk-in
2024-07-04,Chattogram,Panjabi (Ready-made),Fashion,2,1002.38,0.0,2004.76,0,0,None,0,Nagad,Walk-in
2024-07-04,Chattogram,Saree (Cotton),Fashion,2,1443.76,0.0,2887.52,0,0,None,0,bKash,Walk-in
2024-07-04,Chattogram,Rice (Miniket) 5kg,Grocery,19,436.5,0.0,8293.5,0,0,None,0,Nagad,Walk-in
2024-07-04,Chattogram,Soybean Oil 5L,Grocery,8,836.47,0.0,6691.76,0,0,None,0,Cash,Regular
2024-07-04,Chattogram,Lentils (Masoor Dal) 1kg,Grocery,12,139.65,0.0,1675.8,0,0,None,0,bKash,Walk-in
2024-07-04,Chattogram,Sugar 1kg,Grocery,10,133.46,0.0,1334.6,0,0,None,0,bKash,Regular
2024-07-04,Chattogram,Tea (Ispahani) 400g,Grocery,9,266.68,0.0,2400.12,0,0,None,0,Cash,Walk-in
2024-07-04,Chattogram,Detergent Powder 1kg,Household,8,186.28,0.0,1490.24,0,0,None,0,bKash,Wholesale
2024-07-04,Chattogram,Toothpaste 100g,Personal Care,11,93.84,0.0,1032.24,0,0,None,0,bKash,Walk-in
2024-07-04,Chattogram,Hand Sanitizer 200ml,Personal Care,7,121.63,0.0,851.41,0,0,None,0,Cash,Regular
2024-07-04,Chattogram,Instant Noodles (Pack),Snacks,33,20.17,0.0,665.61,0,0,None,0,Cash,Walk-in
2024-07-04,Chattogram,Biscuits (Family Pack),Snacks,18,93.19,0.0,1677.42,0,0,None,0,bKash,Walk-in
2024-07-04,Chattogram,Notebook (200 pages),Stationery,17,44.77,0.0,761.09,0,0,None,0,bKash,Walk-in
2024-07-04,Dhanmondi,Soft Drink 1.5L,Beverages,21,112.01,0.0,2352.21,0,0,None,0,Card,Walk-in
2024-07-04,Dhanmondi,Mineral Water 1L,Beverages,40,25.34,0.0,1013.6,0,0,None,0,Cash,Walk-in
2024-07-04,Dhanmondi,Panjabi (Ready-made),Fashion,4,947.73,0.0,3790.92,0,0,None,0,Cash,Walk-in
2024-07-04,Dhanmondi,Saree (Cotton),Fashion,3,1416.03,0.0,4248.09,0,0,None,0,Nagad,Regular
2024-07-04,Dhanmondi,Rice (Miniket) 5kg,Grocery,17,404.68,0.0,6879.56,0,0,None,0,Cash,Regular
2024-07-04,Dhanmondi,Soybean Oil 5L,Grocery,8,834.87,0.0,6678.96,0,0,None,0,Nagad,Walk-in
2024-07-04,Dhanmondi,Lentils (Masoor Dal) 1kg,Grocery,15,137.49,0.0,2062.35,0,0,None,0,Cash,Regular
2024-07-04,Dhanmondi,Sugar 1kg,Grocery,9,129.14,0.0,1162.26,0,0,None,0,bKash,Wholesale
2024-07-04,Dhanmondi,Tea (Ispahani) 400g,Grocery,10,263.83,0.0,2638.3,0,0,None,0,Cash,Walk-in
2024-07-04,Dhanmondi,Detergent Powder 1kg,Household,11,180.53,0.0,1985.83,0,0,None,0,bKash,Walk-in
2024-07-04,Dhanmondi,Toothpaste 100g,Personal Care,21,93.76,0.0,1968.96,0,0,None,0,bKash,Regular
2024-07-04,Dhanmondi,Hand Sanitizer 200ml,Personal Care,9,121.8,0.0,1096.2,0,0,None,0,Nagad,Regular
2024-07-04,Dhanmondi,Instant Noodles (Pack),Snacks,38,19.26,0.0,731.88,0,0,None,0,Cash,Walk-in
2024-07-04,Dhanmondi,Biscuits (Family Pack),Snacks,20,92.57,0.0,1851.4,0,0,None,0,Cash,Walk-in
2024-07-04,Dhanmondi,Notebook (200 pages),Stationery,22,46.23,0.0,1017.06,0,0,None,0,Card,Regular
2024-07-04,Gulshan,Soft Drink 1.5L,Beverages,35,107.88,0.0,3775.8,0,0,None,0,bKash,Walk-in
2024-07-04,Gulshan,Mineral Water 1L,Beverages,41,25.52,0.0,1046.32,0,0,None,0,Nagad,Walk-in
2024-07-04,Gulshan,Panjabi (Ready-made),Fashion,5,903.25,0.0,4516.25,0,0,None,0,Nagad,Walk-in
2024-07-04,Gulshan,Saree (Cotton),Fashion,3,1389.98,0.0,4169.94,0,0,None,0,bKash,Regular
2024-07-04,Gulshan,Rice (Miniket) 5kg,Grocery,25,417.28,0.0,10432.0,0,0,None,0,Card,Wholesale
2024-07-04,Gulshan,Soybean Oil 5L,Grocery,14,828.09,0.0,11593.26,0,0,None,0,Cash,Walk-in
2024-07-04,Gulshan,Lentils (Masoor Dal) 1kg,Grocery,29,139.15,0.0,4035.35,0,0,None,0,bKash,Walk-in
2024-07-04,Gulshan,Sugar 1kg,Grocery,15,133.72,0.0,2005.8,0,0,None,0,Cash,Walk-in
2024-07-04,Gulshan,Tea (Ispahani) 400g,Grocery,12,267.68,0.0,3212.16,0,0,None,0,bKash,Walk-in
2024-07-04,Gulshan,Detergent Powder 1kg,Household,15,179.6,0.0,2694.0,0,0,None,0,Cash,Walk-in
2024-07-04,Gulshan,Toothpaste 100g,Personal Care,21,95.87,0.0,2013.27,0,0,None,0,bKash,Walk-in
2024-07-04,Gulshan,Hand Sanitizer 200ml,Personal Care,10,113.17,0.0,1131.7,0,0,None,0,Cash,Walk-in
2024-07-04,Gulshan,Instant Noodles (Pack),Snacks,47,19.86,0.0,933.42,0,0,None,0,Nagad,Walk-in
2024-07-04,Gulshan,Biscuits (Family Pack),Snacks,28,89.26,0.0,2499.28,0,0,None,0,Cash,Walk-in
2024-07-04,Gulshan,Notebook (200 pages),Stationery,21,45.7,0.0,959.7,0,0,None,0,Cash,Walk-in
2024-07-04,Uttara,Soft Drink 1.5L,Beverages,31,107.67,0.0,3337.77,0,0,None,0,Cash,Regular
2024-07-04,Uttara,Mineral Water 1L,Beverages,27,24.31,0.0,656.37,0,0,None,0,Nagad,Wholesale
2024-07-04,Uttara,Panjabi (Ready-made),Fashion,4,951.36,0.0,3805.44,0,0,None,0,Cash,Regular
2024-07-04,Uttara,Saree (Cotton),Fashion,2,1360.23,0.0,2720.46,0,0,None,0,Cash,Walk-in
2024-07-04,Uttara,Rice (Miniket) 5kg,Grocery,15,409.79,0.0,6146.85,0,0,None,0,Cash,Walk-in
2024-07-04,Uttara,Soybean Oil 5L,Grocery,11,856.16,0.0,9417.76,0,0,None,0,Cash,Regular
2024-07-04,Uttara,Lentils (Masoor Dal) 1kg,Grocery,16,133.15,0.0,2130.4,0,0,None,0,Card,Walk-in
2024-07-04,Uttara,Sugar 1kg,Grocery,11,128.84,0.0,1417.24,0,0,None,0,bKash,Regular
2024-07-04,Uttara,Tea (Ispahani) 400g,Grocery,9,264.55,0.0,2380.95,0,0,None,0,bKash,Regular
2024-07-04,Uttara,Detergent Powder 1kg,Household,10,176.62,0.0,1766.2,0,0,None,0,Cash,Walk-in
2024-07-04,Uttara,Toothpaste 100g,Personal Care,10,92.83,0.0,928.3,0,0,None,0,Cash,Walk-in
2024-07-04,Uttara,Hand Sanitizer 200ml,Personal Care,8,122.96,0.0,983.68,0,0,None,0,bKash,Walk-in
2024-07-04,Uttara,Instant Noodles (Pack),Snacks,38,20.65,0.0,784.7,0,0,None,0,Cash,Walk-in
2024-07-04,Uttara,Biscuits (Family Pack),Snacks,21,85.23,0.0,1789.83,0,0,None,0,Cash,Regular
2024-07-04,Uttara,Notebook (200 pages),Stationery,21,45.76,0.0,960.96,0,0,None,0,Nagad,Walk-in
2024-07-05,Chattogram,Soft Drink 1.5L,Beverages,18,107.59,0.0,1936.62,1,0,None,0,Cash,Walk-in
2024-07-05,Chattogram,Mineral Water 1L,Beverages,37,24.01,0.0,888.37,1,0,None,0,Nagad,Walk-in
2024-07-05,Chattogram,Panjabi (Ready-made),Fashion,2,944.18,0.0,1888.36,1,0,None,0,bKash,Walk-in
2024-07-05,Chattogram,Saree (Cotton),Fashion,2,1334.09,0.0,2668.18,1,0,None,0,bKash,Walk-in
2024-07-05,Chattogram,Rice (Miniket) 5kg,Grocery,23,429.82,0.0,9885.86,1,0,None,0,Cash,Walk-in
2024-07-05,Chattogram,Soybean Oil 5L,Grocery,9,827.09,0.0,7443.81,1,0,None,0,Card,Walk-in
2024-07-05,Chattogram,Lentils (Masoor Dal) 1kg,Grocery,13,139.87,0.0,1818.31,1,0,None,0,bKash,Regular
2024-07-05,Chattogram,Sugar 1kg,Grocery,14,132.07,0.0,1848.98,1,0,None,0,Card,Walk-in
2024-07-05,Chattogram,Tea (Ispahani) 400g,Grocery,10,257.7,0.0,2577.0,1,0,None,0,Nagad,Regular
2024-07-05,Chattogram,Detergent Powder 1kg,Household,10,179.28,0.0,1792.8,1,0,None,0,Cash,Wholesale
2024-07-05,Chattogram,Toothpaste 100g,Personal Care,15,86.78,0.0,1301.7,1,0,None,0,Card,Walk-in
2024-07-05,Chattogram,Hand Sanitizer 200ml,Personal Care,7,117.25,0.0,820.75,1,0,None,0,bKash,Regular
2024-07-05,Chattogram,Instant Noodles (Pack),Snacks,54,19.74,0.0,1065.96,1,0,None,0,Cash,Regular
2024-07-05,Chattogram,Biscuits (Family Pack),Snacks,22,90.1,0.0,1982.2,1,0,None,0,Nagad,Walk-in
2024-07-05,Chattogram,Notebook (200 pages),Stationery,20,44.92,0.0,898.4,1,0,None,0,Cash,Regular
2024-07-05,Dhanmondi,Soft Drink 1.5L,Beverages,38,113.6,0.0,4316.8,1,0,None,0,bKash,Regular
2024-07-05,Dhanmondi,Mineral Water 1L,Beverages,58,25.98,0.0,1506.84,1,0,None,0,Card,Walk-in
2024-07-05,Dhanmondi,Panjabi (Ready-made),Fashion,4,966.14,0.0,3864.56,1,0,None,0,Nagad,Walk-in
2024-07-05,Dhanmondi,Saree (Cotton),Fashion,3,1476.12,0.0,4428.36,1,0,None,0,bKash,Walk-in
2024-07-05,Dhanmondi,Rice (Miniket) 5kg,Grocery,18,428.21,0.0,7707.78,1,0,None,0,Cash,Walk-in
2024-07-05,Dhanmondi,Soybean Oil 5L,Grocery,17,793.92,0.0,13496.64,1,0,None,0,Cash,Walk-in
2024-07-05,Dhanmondi,Lentils (Masoor Dal) 1kg,Grocery,20,137.43,0.0,2748.6,1,0,None,0,Cash,Walk-in
2024-07-05,Dhanmondi,Sugar 1kg,Grocery,29,125.87,0.0,3650.23,1,0,None,0,Nagad,Walk-in
2024-07-05,Dhanmondi,Tea (Ispahani) 400g,Grocery,12,261.77,0.0,3141.24,1,0,None,0,bKash,Walk-in
2024-07-05,Dhanmondi,Detergent Powder 1kg,Household,12,175.13,0.0,2101.56,1,0,None,0,bKash,Regular
2024-07-05,Dhanmondi,Toothpaste 100g,Personal Care,23,93.21,0.0,2143.83,1,0,None,0,Cash,Regular
2024-07-05,Dhanmondi,Hand Sanitizer 200ml,Personal Care,8,117.89,0.0,943.12,1,0,None,0,bKash,Regular
2024-07-05,Dhanmondi,Instant Noodles (Pack),Snacks,48,20.43,0.0,980.64,1,0,None,0,Nagad,Walk-in
2024-07-05,Dhanmondi,Biscuits (Family Pack),Snacks,33,90.99,0.0,3002.67,1,0,None,0,bKash,Regular
2024-07-05,Dhanmondi,Notebook (200 pages),Stationery,21,43.84,0.0,920.64,1,0,None,0,bKash,Wholesale
2024-07-05,Gulshan,Soft Drink 1.5L,Beverages,36,108.99,0.0,3923.64,1,0,None,0,Nagad,Walk-in
2024-07-05,Gulshan,Mineral Water 1L,Beverages,50,24.57,0.0,1228.5,1,0,None,0,Nagad,Walk-in
2024-07-05,Gulshan,Panjabi (Ready-made),Fashion,4,960.14,0.0,3840.56,1,0,None,0,Cash,Wholesale
2024-07-05,Gulshan,Saree (Cotton),Fashion,3,1438.38,0.0,4315.14,1,0,None,0,Cash,Wholesale
2024-07-05,Gulshan,Rice (Miniket) 5kg,Grocery,26,443.35,0.0,11527.1,1,0,None,0,Cash,Walk-in
2024-07-05,Gulshan,Soybean Oil 5L,Grocery,14,855.57,0.0,11977.98,1,0,None,0,Cash,Walk-in
2024-07-05,Gulshan,Lentils (Masoor Dal) 1kg,Grocery,24,143.82,0.0,3451.68,1,0,None,0,Card,Walk-in
2024-07-05,Gulshan,Sugar 1kg,Grocery,13,128.33,0.0,1668.29,1,0,None,0,bKash,Walk-in
2024-07-05,Gulshan,Tea (Ispahani) 400g,Grocery,14,264.8,0.0,3707.2,1,0,None,0,Cash,Walk-in
2024-07-05,Gulshan,Detergent Powder 1kg,Household,19,185.95,0.0,3533.05,1,0,None,0,Cash,Regular
2024-07-05,Gulshan,Toothpaste 100g,Personal Care,23,93.04,0.0,2139.92,1,0,None,0,Cash,Walk-in
2024-07-05,Gulshan,Hand Sanitizer 200ml,Personal Care,13,123.53,0.0,1605.89,1,0,None,0,Card,Walk-in
2024-07-05,Gulshan,Instant Noodles (Pack),Snacks,40,19.97,0.0,798.8,1,0,None,0,bKash,Walk-in
2024-07-05,Gulshan,Biscuits (Family Pack),Snacks,38,89.14,0.0,3387.32,1,0,None,0,bKash,Walk-in
2024-07-05,Gulshan,Notebook (200 pages),Stationery,38,42.9,0.0,1630.2,1,0,None,0,Cash,Walk-in
2024-07-05,Uttara,Soft Drink 1.5L,Beverages,33,104.95,12.0,3047.75,1,0,None,1,Cash,Walk-in
2024-07-05,Uttara,Mineral Water 1L,Beverages,48,24.94,17.4,988.82,1,0,None,1,bKash,Walk-in
2024-07-05,Uttara,Panjabi (Ready-made),Fashion,4,977.73,8.1,3594.14,1,0,None,1,Cash,Regular
2024-07-05,Uttara,Saree (Cotton),Fashion,2,1406.89,16.3,2355.13,1,0,None,1,Cash,Regular
2024-07-05,Uttara,Rice (Miniket) 5kg,Grocery,28,414.0,11.4,10270.51,1,0,None,1,Nagad,Walk-in
2024-07-05,Uttara,Soybean Oil 5L,Grocery,17,815.7,13.0,12064.2,1,0,None,1,bKash,Walk-in
2024-07-05,Uttara,Lentils (Masoor Dal) 1kg,Grocery,19,136.33,6.3,2427.08,1,0,None,1,Card,Walk-in
2024-07-05,Uttara,Sugar 1kg,Grocery,20,127.74,12.5,2235.45,1,0,None,1,Card,Regular
2024-07-05,Uttara,Tea (Ispahani) 400g,Grocery,17,269.32,9.4,4148.07,1,0,None,1,bKash,Regular
2024-07-05,Uttara,Detergent Powder 1kg,Household,16,175.91,7.4,2606.28,1,0,None,1,Card,Walk-in
2024-07-05,Uttara,Toothpaste 100g,Personal Care,17,97.06,9.3,1496.57,1,0,None,1,bKash,Regular
2024-07-05,Uttara,Hand Sanitizer 200ml,Personal Care,13,121.55,7.9,1455.32,1,0,None,1,Card,Walk-in
2024-07-05,Uttara,Instant Noodles (Pack),Snacks,73,19.56,16.3,1195.14,1,0,None,1,Cash,Regular
2024-07-05,Uttara,Biscuits (Family Pack),Snacks,53,88.02,16.4,3899.99,1,0,None,1,Card,Walk-in
2024-07-05,Uttara,Notebook (200 pages),Stationery,36,42.2,13.1,1320.18,1,0,None,1,Cash,Walk-in
2024-07-06,Chattogram,Soft Drink 1.5L,Beverages,23,108.97,0.0,2506.31,1,0,None,0,bKash,Wholesale
2024-07-06,Chattogram,Mineral Water 1L,Beverages,42,22.91,0.0,962.22,1,0,None,0,Cash,Walk-in
2024-07-06,Chattogram,Panjabi (Ready-made),Fashion,2,940.06,0.0,1880.12,1,0,None,0,Cash,Walk-in
2024-07-06,Chattogram,Saree (Cotton),Fashion,2,1411.98,0.0,2823.96,1,0,None,0,Card,Walk-in
2024-07-06,Chattogram,Rice (Miniket) 5kg,Grocery,18,434.99,0.0,7829.82,1,0,None,0,bKash,Walk-in
2024-07-06,Chattogram,Soybean Oil 5L,Grocery,10,832.01,0.0,8320.1,1,0,None,0,bKash,Walk-in
2024-07-06,Chattogram,Lentils (Masoor Dal) 1kg,Grocery,14,134.4,0.0,1881.6,1,0,None,0,bKash,Walk-in
2024-07-06,Chattogram,Sugar 1kg,Grocery,13,124.21,0.0,1614.73,1,0,None,0,bKash,Regular
2024-07-06,Chattogram,Tea (Ispahani) 400g,Grocery,11,261.96,0.0,2881.56,1,0,None,0,bKash,Regular
2024-07-06,Chattogram,Detergent Powder 1kg,Household,9,173.82,0.0,1564.38,1,0,None,0,bKash,Walk-in
2024-07-06,Chattogram,Toothpaste 100g,Personal Care,17,93.95,0.0,1597.15,1,0,None,0,bKash,Regular
2024-07-06,Chattogram,Hand Sanitizer 200ml,Personal Care,9,121.58,0.0,1094.22,1,0,None,0,Cash,Regular
2024-07-06,Chattogram,Instant Noodles (Pack),Snacks,36,19.73,0.0,710.28,1,0,None,0,bKash,Walk-in
2024-07-06,Chattogram,Biscuits (Family Pack),Snacks,24,90.39,0.0,2169.36,1,0,None,0,Cash,Wholesale
2024-07-06,Chattogram,Notebook (200 pages),Stationery,20,47.28,0.0,945.6,1,0,None,0,Card,Walk-in
2024-07-06,Dhanmondi,Soft Drink 1.5L,Beverages,38,109.82,10.9,3718.29,1,0,None,1,Cash,Walk-in
2024-07-06,Dhanmondi,Mineral Water 1L,Beverages,67,23.08,18.9,1254.1,1,0,None,1,Nagad,Walk-in
2024-07-06,Dhanmondi,Panjabi (Ready-made),Fashion,6,914.59,5.5,5185.73,1,0,None,1,Nagad,Wholesale
2024-07-06,Dhanmondi,Saree (Cotton),Fashion,3,1415.77,19.0,3440.32,1,0,None,1,Cash,Walk-in
2024-07-06,Dhanmondi,Rice (Miniket) 5kg,Grocery,32,417.29,16.9,11096.58,1,0,None,1,bKash,Walk-in
2024-07-06,Dhanmondi,Soybean Oil 5L,Grocery,21,825.45,10.3,15549.0,1,0,None,1,bKash,Regular
2024-07-06,Dhanmondi,Lentils (Masoor Dal) 1kg,Grocery,19,141.56,5.0,2555.16,1,0,None,1,Cash,Walk-in
2024-07-06,Dhanmondi,Sugar 1kg,Grocery,20,135.77,9.4,2460.15,1,0,None,1,Card,Walk-in
2024-07-06,Dhanmondi,Tea (Ispahani) 400g,Grocery,17,251.65,5.3,4051.31,1,0,None,1,Cash,Walk-in
2024-07-06,Dhanmondi,Detergent Powder 1kg,Household,21,189.08,10.6,3549.79,1,0,None,1,Nagad,Wholesale
2024-07-06,Dhanmondi,Toothpaste 100g,Personal Care,38,91.98,18.4,2852.12,1,0,None,1,bKash,Walk-in
2024-07-06,Dhanmondi,Hand Sanitizer 200ml,Personal Care,17,110.56,8.5,1719.76,1,0,None,1,Nagad,Walk-in
2024-07-06,Dhanmondi,Instant Noodles (Pack),Snacks,74,20.6,11.1,1355.19,1,0,None,1,Cash,Wholesale
2024-07-06,Dhanmondi,Biscuits (Family Pack),Snacks,32,91.41,13.4,2533.15,1,0,None,1,Cash,Regular
2024-07-06,Dhanmondi,Notebook (200 pages),Stationery,44,42.58,8.4,1716.14,1,0,None,1,Nagad,Regular
2024-07-06,Gulshan,Soft Drink 1.5L,Beverages,30,109.23,0.0,3276.9,1,0,None,0,Card,Walk-in
2024-07-06,Gulshan,Mineral Water 1L,Beverages,61,26.02,0.0,1587.22,1,0,None,0,bKash,Walk-in
2024-07-06,Gulshan,Panjabi (Ready-made),Fashion,6,889.82,0.0,5338.92,1,0,None,0,bKash,Walk-in
2024-07-06,Gulshan,Saree (Cotton),Fashion,4,1459.66,0.0,5838.64,1,0,None,0,Nagad,Walk-in
2024-07-06,Gulshan,Rice (Miniket) 5kg,Grocery,32,426.72,0.0,13655.04,1,0,None,0,Cash,Walk-in
2024-07-06,Gulshan,Soybean Oil 5L,Grocery,10,813.44,0.0,8134.4,1,0,None,0,Nagad,Walk-in
2024-07-06,Gulshan,Lentils (Masoor Dal) 1kg,Grocery,25,134.14,0.0,3353.5,1,0,None,0,bKash,Walk-in
2024-07-06,Gulshan,Sugar 1kg,Grocery,14,129.06,0.0,1806.84,1,0,None,0,bKash,Walk-in
2024-07-06,Gulshan,Tea (Ispahani) 400g,Grocery,15,260.76,0.0,3911.4,1,0,None,0,Card,Walk-in
2024-07-06,Gulshan,Detergent Powder 1kg,Household,19,184.37,0.0,3503.03,1,0,None,0,Cash,Walk-in
2024-07-06,Gulshan,Toothpaste 100g,Personal Care,30,91.89,0.0,2756.7,1,0,None,0,bKash,Regular
2024-07-06,Gulshan,Hand Sanitizer 200ml,Personal Care,11,118.98,0.0,1308.78,1,0,None,0,Cash,Walk-in
2024-07-06,Gulshan,Instant Noodles (Pack),Snacks,61,19.98,0.0,1218.78,1,0,None,0,bKash,Walk-in
2024-07-06,Gulshan,Biscuits (Family Pack),Snacks,36,87.46,0.0,3148.56,1,0,None,0,Card,Walk-in
2024-07-06,Gulshan,Notebook (200 pages),Stationery,22,47.63,0.0,1047.86,1,0,None,0,Cash,Wholesale
2024-07-06,Uttara,Soft Drink 1.5L,Beverages,37,106.21,0.0,3929.77,1,0,None,0,bKash,Wholesale
2024-07-06,Uttara,Mineral Water 1L,Beverages,29,25.78,0.0,747.62,1,0,None,0,bKash,Walk-in
2024-07-06,Uttara,Panjabi (Ready-made),Fashion,4,930.25,0.0,3721.0,1,0,None,0,bKash,Regular
2024-07-06,Uttara,Saree (Cotton),Fashion,2,1440.47,0.0,2880.94,1,0,None,0,bKash,Walk-in
2024-07-06,Uttara,Rice (Miniket) 5kg,Grocery,17,413.59,0.0,7031.03,1,0,None,0,bKash,Walk-in
2024-07-06,Uttara,Soybean Oil 5L,Grocery,12,877.2,0.0,10526.4,1,0,None,0,Cash,Regular
2024-07-06,Uttara,Lentils (Masoor Dal) 1kg,Grocery,20,143.03,0.0,2860.6,1,0,None,0,Nagad,Regular
2024-07-06,Uttara,Sugar 1kg,Grocery,19,125.53,0.0,2385.07,1,0,None,0,Nagad,Walk-in
2024-07-06,Uttara,Tea (Ispahani) 400g,Grocery,9,232.81,0.0,2095.29,1,0,None,0,Cash,Walk-in
2024-07-06,Uttara,Detergent Powder 1kg,Household,18,176.5,0.0,3177.0,1,0,None,0,Card,Regular
2024-07-06,Uttara,Toothpaste 100g,Personal Care,15,97.61,0.0,1464.15,1,0,None,0,bKash,Regular
2024-07-06,Uttara,Hand Sanitizer 200ml,Personal Care,9,112.19,0.0,1009.71,1,0,None,0,bKash,Walk-in
2024-07-06,Uttara,Instant Noodles (Pack),Snacks,53,19.66,0.0,1041.98,1,0,None,0,bKash,Regular
2024-07-06,Uttara,Biscuits (Family Pack),Snacks,26,89.82,0.0,2335.32,1,0,None,0,Cash,Wholesale
2024-07-06,Uttara,Notebook (200 pages),Stationery,28,44.31,0.0,1240.68,1,0,None,0,Cash,Walk-in
2024-07-07,Chattogram,Soft Drink 1.5L,Beverages,24,109.8,8.5,2411.21,0,0,None,1,Nagad,Regular
2024-07-07,Chattogram,Mineral Water 1L,Beverages,35,25.3,16.2,742.05,0,0,None,1,bKash,Walk-in
2024-07-07,Chattogram,Panjabi (Ready-made),Fashion,4,965.25,13.9,3324.32,0,0,None,1,Cash,Walk-in
2024-07-07,Chattogram,Saree (Cotton),Fashion,3,1348.3,14.0,3478.61,0,0,None,1,Card,Regular
2024-07-07,Chattogram,Rice (Miniket) 5kg,Grocery,19,441.82,10.5,7513.15,0,0,None,1,Cash,Walk-in
2024-07-07,Chattogram,Soybean Oil 5L,Grocery,9,811.11,13.5,6314.49,0,0,None,1,Nagad,Walk-in
2024-07-07,Chattogram,Lentils (Masoor Dal) 1kg,Grocery,12,133.56,11.2,1423.22,0,0,None,1,bKash,Wholesale
2024-07-07,Chattogram,Sugar 1kg,Grocery,10,133.0,15.7,1121.19,0,0,None,1,Cash,Regular
2024-07-07,Chattogram,Tea (Ispahani) 400g,Grocery,12,265.46,6.4,2981.65,0,0,None,1,Cash,Regular
2024-07-07,Chattogram,Detergent Powder 1kg,Household,10,179.05,9.4,1622.19,0,0,None,1,bKash,Regular
2024-07-07,Chattogram,Toothpaste 100g,Personal Care,15,94.91,8.2,1306.91,0,0,None,1,Nagad,Regular
